movieId,prefix,title,alt,title year,alt year,title duplicate,alt duplicate
91658,the,girl with the dragon tattoo,-,girl with the dragon tattoo(2011),-,girl with the dragon tattoo,-
92210,the,disappearance of haruhi suzumiya,suzumiya haruhi no shôshitsu,disappearance of haruhi suzumiya(2010),suzumiya haruhi no shôshitsu (2010),-,-
92259,-,intouchables,-,intouchables (2011),-,-,-
92475,-,all watched over by machines of loving grace,-,all watched over by machines of loving grace (2011),-,-,-
92643,-,monsieur lazhar,-,monsieur lazhar (2011),-,-,-
92954,-,prayers for bobby,-,prayers for bobby (2009),-,-,-
93040,the,civil war,-,civil war(1990),-,-,-
93721,-,jiro dreams of sushi,-,jiro dreams of sushi (2011),-,-,-
93838,-,the raid: redemption,-,the raid: redemption (2011),-,-,-
93988,-,north & south,-,north & south (2004),-,-,-
94024,-,louis theroux: the most hated family in america in crisis,-,louis theroux: the most hated family in america in crisis (2011),-,-,-
94410,-,hamlet,-,hamlet (2009),-,-,-
94959,-,moonrise kingdom,-,moonrise kingdom (2012),-,-,-
94969,-,kahaani,-,kahaani (2012),-,-,-
95311,-,presto,-,presto (2008),-,-,-
95654,-,geri's game,-,geri's game (1997),-,-,-
95858,-,for the birds,-,for the birds (2000),-,-,-
96075,-,bleak house,-,bleak house (2005),-,-,-
96413,-,funeral parade of roses,bara no sôretsu,funeral parade of roses (1969),bara no sôretsu (1969),-,-
96488,-,searching for sugar man,-,searching for sugar man (2012),-,-,-
96563,-,paradise lost 3: purgatory,-,paradise lost 3: purgatory (2011),-,-,-
96606,-,samsara,-,samsara (2011),-,-,-
96821,the,perks of being a wallflower,-,perks of being a wallflower(2012),-,-,-
96829,the,hunt,jagten,hunt(2012),jagten (2012),-,-
96966,-,laurence anyways,-,laurence anyways (2012),-,-,-
97194,the,thing: terror takes shape,-,thing: terror takes shape(1998),-,-,-
97393,the,house i live in,-,house i live in(2012),-,-,-
97639,-,how to survive a plague,-,how to survive a plague (2012),-,-,-
97673,-,56 up,-,56 up (2012),-,-,-
97984,-,wake in fright,-,wake in fright (1971),-,-,-
98056,-,amour,-,amour (2012),-,-,-
98198,-,omg oh my god!,-,omg oh my god! (2012),-,-,-
98491,-,paperman,-,paperman (2012),-,-,-
98604,-,from up on poppy hill,kokuriko-zaka kara,from up on poppy hill (2011),kokuriko-zaka kara (2011),-,-
98607,-,redline,-,redline (2009),-,-,-
99114,-,django unchained,-,django unchained (2012),-,-,-
99468,the,central park five,-,central park five(2012),-,-,-
99764,-,it's such a beautiful day,-,it's such a beautiful day (2012),-,-,-
100044,-,human planet,-,human planet (2011),-,-,-
100436,the,gatekeepers,-,gatekeepers(2012),-,-,-
100509,-,tale of tales,skazka skazok,tale of tales (1979),skazka skazok (1979),-,-
100556,the,act of killing,-,act of killing(2012),-,-,-
100714,-,before midnight,-,before midnight (2013),-,-,-
101850,-,death on the staircase,soupçons,death on the staircase (2004),soupçons (2004),-,-
101962,-,wolf children,okami kodomo no ame to yuki,wolf children (2012),okami kodomo no ame to yuki (2012),-,-
102602,-,mimino,-,mimino (1977),-,-,-
102666,-,ivan vasilievich: back to the future,ivan vasilievich menyaet professiyu,ivan vasilievich: back to the future (1973),ivan vasilievich menyaet professiyu (1973),-,-
102753,the,past,le passé,past(2013),le passé (2013),-,-
103606,-,stuck in love,-,stuck in love (2012),-,-,-
103639,-,bhaag milka bhaag,-,bhaag milka bhaag (2013),-,-,-
103984,the,great beauty,"grande bellezza, la",great beauty(2013),"grande bellezza, la (2013)",-,-
104272,-,blackfish,-,blackfish (2013),-,-,-
104283,the,wind rises,kaze tachinu,wind rises(2013),kaze tachinu (2013),-,-
104374,-,about time,-,about time (2013),-,-,-
104879,-,prisoners,-,prisoners (2013),-,-,-
104913,-,rush,-,rush (2013),-,-,-
104944,-,short term 12,-,short term 12 (2013),-,-,-
105250,the,century of the self,-,century of the self(2002),-,-,-
105340,-,miracle in cell no. 7,-,miracle in cell no. 7 (2013),-,-,-
105343,-,special 26,-,special 26 (2013),-,-,-
105429,-,inequality for all,-,inequality for all (2013),-,-,-
105844,-,12 years a slave,-,12 years a slave (2013),-,-,-
106100,-,dallas buyers club,-,dallas buyers club (2013),-,-,-
106782,the,wolf of wall street,-,wolf of wall street(2013),-,-,-
106889,-,tim's vermeer,-,tim's vermeer (2013),-,-,-
106920,-,her,-,her (2013),-,-,-
107130,-,"adventure in space and time, an",-,"adventure in space and time, an (2013)",-,-,-
107408,-,only old men are going to battle,v boy idut odni stariki,only old men are going to battle (1973),v boy idut odni stariki (1973),-,-
107410,-,guest from the future,gostya iz buduschego,guest from the future (1985),gostya iz buduschego (1985),-,-
107412,-,"kidnapping, caucasian style",kavkazskaya plennitsa,"kidnapping, caucasian style (1967)",kavkazskaya plennitsa (1967),-,-
107883,-,the lunchbox,-,the lunchbox (2013),-,-,-
108220,the,square,al midan,square(2013),al midan (2013),-,-
108566,the,man who sleeps,un homme qui dort,man who sleeps(1974),un homme qui dort (1974),-,-
108977,-,paranoia agent,-,paranoia agent (2004),-,-,-
108983,-,la luna,-,la luna (2011),-,-,-
109374,the,grand budapest hotel,-,grand budapest hotel(2014),-,-,-
109487,-,interstellar,-,interstellar (2014),-,-,-
109633,the,garden of words,koto no ha no niwa,garden of words(2013),koto no ha no niwa (2013),-,-
109687,-,particle fever,-,particle fever (2013),-,-,-
111130,-,powers of ten,-,powers of ten (1977),-,-,-
111235,-,jodorowsky's dune,-,jodorowsky's dune (2013),-,-,-
111255,a,wednesday!,-,wednesday!(2008),-,-,-
111732,the,dance of reality,"danza de la realidad, la",dance of reality(2013),"danza de la realidad, la (2013)",-,-
111759,-,edge of tomorrow,-,edge of tomorrow (2014),-,-,-
112334,the,internet's own boy: the story of aaron swartz,-,internet's own boy: the story of aaron swartz(2014),-,-,-
112399,-,finding vivian maier,-,finding vivian maier (2013),-,-,-
112552,-,whiplash,-,whiplash (2014),-,-,-
112556,-,gone girl,-,gone girl (2014),-,-,-
112852,-,guardians of the galaxy,-,guardians of the galaxy (2014),-,-,-
113240,-,winter sleep,kis uykusu,winter sleep (2014),kis uykusu (2014),-,-
113275,-,the hundred-foot journey,-,the hundred-foot journey (2014),-,-,-
113741,-,coherence,-,coherence (2013),-,-,-
114028,-,pride,-,pride (2014),-,-,-
114554,the,tale of princess kaguya,kaguyahime no monogatari,tale of princess kaguya(2013),kaguyahime no monogatari (2013),-,-
114627,-,angel's egg,tenshi no tamago,angel's egg (1985),tenshi no tamago (1985),-,-
114635,the,look of silence,-,look of silence(2014),-,-,-
115122,-,what we do in the shadows,-,what we do in the shadows (2014),-,-,-
115149,-,john wick,-,john wick (2014),-,-,-
115569,-,nightcrawler,-,nightcrawler (2014),-,-,-
115617,-,big hero 6,-,big hero 6 (2014),-,-,-
115713,-,ex machina,-,ex machina (2015),-,-,-
115969,-,generation war,-,generation war (2013),-,-,-
116136,-,olive kitteridge,-,olive kitteridge (2014),-,-,-
116411,-,tangerines,-,tangerines (2013),-,-,-
116797,-,the imitation game,-,the imitation game (2014),-,-,-
116855,-,the way he looks,-,the way he looks (2014),-,-,-
116897,-,wild tales,-,wild tales (2014),-,-,-
